case,seed,dispatch,task_id,cumulative_share
case4,14,7500,5,0.322800
case4,14,7600,1,0.069605
case4,14,7600,2,0.138816
case4,14,7600,3,0.197105
case4,14,7600,4,0.270132
case4,14,7600,5,0.324342
case4,14,7700,1,0.069481
case4,14,7700,2,0.138831
case4,14,7700,3,0.196883
case4,14,7700,4,0.269870
case4,14,7700,5,0.324935
case4,14,7800,1,0.069359
case4,14,7800,2,0.138718
case4,14,7800,3,0.196795
case4,14,7800,4,0.269744
case4,14,7800,5,0.325385
case4,14,7900,1,0.068734
case4,14,7900,2,0.138354
case4,14,7900,3,0.197595
case4,14,7900,4,0.269494
case4,14,7900,5,0.325823
case4,14,8000,1,0.069000
case4,14,8000,2,0.137875
case4,14,8000,3,0.198000
case4,14,8000,4,0.269625
case4,14,8000,5,0.325500
case4,14,8100,1,0.068765
case4,14,8100,2,0.137160
case4,14,8100,3,0.198519
case4,14,8100,4,0.269753
case4,14,8100,5,0.325802
case4,14,8200,1,0.069146
case4,14,8200,2,0.136463
case4,14,8200,3,0.198659
case4,14,8200,4,0.270000
case4,14,8200,5,0.325732
case4,14,8300,1,0.068916
case4,14,8300,2,0.136867
case4,14,8300,3,0.199277
case4,14,8300,4,0.269398
case4,14,8300,5,0.325542
case4,14,8400,1,0.069048
case4,14,8400,2,0.136786
case4,14,8400,3,0.199881
case4,14,8400,4,0.268690
case4,14,8400,5,0.325595
case4,14,8500,1,0.069412
case4,14,8500,2,0.136353
case4,14,8500,3,0.199176
case4,14,8500,4,0.269529
case4,14,8500,5,0.325529
case4,14,8600,1,0.069535
case4,14,8600,2,0.136395
case4,14,8600,3,0.200000
case4,14,8600,4,0.269070
case4,14,8600,5,0.325000
case4,14,8700,1,0.069540
case4,14,8700,2,0.136552
case4,14,8700,3,0.200115
case4,14,8700,4,0.269425
case4,14,8700,5,0.324368
case4,14,8800,1,0.069773
case4,14,8800,2,0.136591
case4,14,8800,3,0.200114
case4,14,8800,4,0.268977
case4,14,8800,5,0.324545
case4,14,8900,1,0.069438
case4,14,8900,2,0.136067
case4,14,8900,3,0.200337
case4,14,8900,4,0.269326
case4,14,8900,5,0.324831
case4,14,9000,1,0.069000
case4,14,9000,2,0.136444
case4,14,9000,3,0.201111
case4,14,9000,4,0.268889
case4,14,9000,5,0.324556
case4,14,9100,1,0.068791
case4,14,9100,2,0.136813
case4,14,9100,3,0.200879
case4,14,9100,4,0.269341
case4,14,9100,5,0.324176
case4,14,9200,1,0.069022
case4,14,9200,2,0.136413
case4,14,9200,3,0.200870
case4,14,9200,4,0.268913
case4,14,9200,5,0.324783
case4,14,9300,1,0.068710
case4,14,9300,2,0.136989
case4,14,9300,3,0.200968
case4,14,9300,4,0.269570
case4,14,9300,5,0.323763
case4,14,9400,1,0.068936
case4,14,9400,2,0.137128
case4,14,9400,3,0.201064
case4,14,9400,4,0.269468
case4,14,9400,5,0.323404
case4,14,9500,1,0.069263
case4,14,9500,2,0.137053
case4,14,9500,3,0.201263
case4,14,9500,4,0.269474
case4,14,9500,5,0.322947
case4,14,9600,1,0.069167
case4,14,9600,2,0.137187
case4,14,9600,3,0.201563
case4,14,9600,4,0.269479
case4,14,9600,5,0.322604
case4,14,9700,1,0.069691
case4,14,9700,2,0.137320
case4,14,9700,3,0.201753
case4,14,9700,4,0.269278
case4,14,9700,5,0.321959
case4,14,9800,1,0.069796
case4,14,9800,2,0.137245
case4,14,9800,3,0.201429
case4,14,9800,4,0.269490
case4,14,9800,5,0.322041
case4,14,9900,1,0.069798
case4,14,9900,2,0.137273
case4,14,9900,3,0.201414
case4,14,9900,4,0.269394
case4,14,9900,5,0.322121
case4,14,10000,1,0.069800
case4,14,10000,2,0.137400
case4,14,10000,3,0.201100
case4,14,10000,4,0.268800
case4,14,10000,5,0.322900
case4,15,100,1,0.080000
case4,15,100,2,0.120000
case4,15,100,3,0.150000
case4,15,100,4,0.340000
case4,15,100,5,0.310000
case4,15,200,1,0.065000
case4,15,200,2,0.130000
case4,15,200,3,0.170000
case4,15,200,4,0.305000
case4,15,200,5,0.330000
case4,15,300,1,0.063333
case4,15,300,2,0.133333
case4,15,300,3,0.173333
case4,15,300,4,0.290000
case4,15,300,5,0.340000
case4,15,400,1,0.065000
case4,15,400,2,0.127500
case4,15,400,3,0.187500
case4,15,400,4,0.275000
case4,15,400,5,0.345000
case4,15,500,1,0.058000
case4,15,500,2,0.128000
case4,15,500,3,0.190000
case4,15,500,4,0.282000
case4,15,500,5,0.342000
case4,15,600,1,0.063333
case4,15,600,2,0.130000
case4,15,600,3,0.186667
case4,15,600,4,0.275000
case4,15,600,5,0.345000
case4,15,700,1,0.062857
case4,15,700,2,0.135714
case4,15,700,3,0.187143
case4,15,700,4,0.275714
case4,15,700,5,0.338571
case4,15,800,1,0.066250
case4,15,800,2,0.130000
case4,15,800,3,0.185000
case4,15,800,4,0.270000
case4,15,800,5,0.348750
case4,15,900,1,0.067778
case4,15,900,2,0.128889
case4,15,900,3,0.190000
case4,15,900,4,0.273333
case4,15,900,5,0.340000
case4,15,1000,1,0.068000
case4,15,1000,2,0.126000
case4,15,1000,3,0.193000
case4,15,1000,4,0.275000
case4,15,1000,5,0.338000
case4,15,1100,1,0.068182
case4,15,1100,2,0.128182
case4,15,1100,3,0.193636
case4,15,1100,4,0.274545
case4,15,1100,5,0.335455
case4,15,1200,1,0.066667
case4,15,1200,2,0.128333
case4,15,1200,3,0.192500
case4,15,1200,4,0.271667
case4,15,1200,5,0.340833
case4,15,1300,1,0.068462
case4,15,1300,2,0.130769
case4,15,1300,3,0.189231
case4,15,1300,4,0.265385
case4,15,1300,5,0.346154
case4,15,1400,1,0.067857
case4,15,1400,2,0.132143
case4,15,1400,3,0.190714
case4,15,1400,4,0.265000
case4,15,1400,5,0.344286
case4,15,1500,1,0.068000
case4,15,1500,2,0.132667
case4,15,1500,3,0.196000
case4,15,1500,4,0.262667
case4,15,1500,5,0.340667
case4,15,1600,1,0.068125
case4,15,1600,2,0.131250
case4,15,1600,3,0.195000
case4,15,1600,4,0.263125
case4,15,1600,5,0.342500
case4,15,1700,1,0.068235
case4,15,1700,2,0.130588
case4,15,1700,3,0.195294
case4,15,1700,4,0.262941
case4,15,1700,5,0.342941
case4,15,1800,1,0.070000
case4,15,1800,2,0.127778
case4,15,1800,3,0.193333
case4,15,1800,4,0.266667
case4,15,1800,5,0.342222
case4,15,1900,1,0.068947
case4,15,1900,2,0.128421
case4,15,1900,3,0.193158
case4,15,1900,4,0.270000
case4,15,1900,5,0.339474
case4,15,2000,1,0.067500
case4,15,2000,2,0.127500
case4,15,2000,3,0.193000
case4,15,2000,4,0.271500
case4,15,2000,5,0.340500
case4,15,2100,1,0.068095
case4,15,2100,2,0.125714
case4,15,2100,3,0.197619
case4,15,2100,4,0.272857
case4,15,2100,5,0.335714
case4,15,2200,1,0.067727
case4,15,2200,2,0.128182
case4,15,2200,3,0.194091
case4,15,2200,4,0.271818
case4,15,2200,5,0.338182
case4,15,2300,1,0.066957
case4,15,2300,2,0.129565
case4,15,2300,3,0.195652
case4,15,2300,4,0.270870
case4,15,2300,5,0.336957
case4,15,2400,1,0.067500
case4,15,2400,2,0.128333
case4,15,2400,3,0.195000
case4,15,2400,4,0.273750
case4,15,2400,5,0.335417
case4,15,2500,1,0.067200
case4,15,2500,2,0.131600
case4,15,2500,3,0.195200
case4,15,2500,4,0.268400
case4,15,2500,5,0.337600
case4,15,2600,1,0.067308
case4,15,2600,2,0.131154
case4,15,2600,3,0.197692
case4,15,2600,4,0.266538
case4,15,2600,5,0.337308
case4,15,2700,1,0.066667
case4,15,2700,2,0.129630
case4,15,2700,3,0.198889
case4,15,2700,4,0.271111
case4,15,2700,5,0.333704
case4,15,2800,1,0.066071
case4,15,2800,2,0.130714
case4,15,2800,3,0.200714
case4,15,2800,4,0.268571
case4,15,2800,5,0.333929
case4,15,2900,1,0.065862
case4,15,2900,2,0.131724
case4,15,2900,3,0.198621
case4,15,2900,4,0.268621
case4,15,2900,5,0.335172
case4,15,3000,1,0.066667
case4,15,3000,2,0.132000
case4,15,3000,3,0.200333
case4,15,3000,4,0.266667
case4,15,3000,5,0.334333
case4,15,3100,1,0.065806
case4,15,3100,2,0.132581
case4,15,3100,3,0.198387
case4,15,3100,4,0.266774
case4,15,3100,5,0.336452
case4,15,3200,1,0.066250
case4,15,3200,2,0.132812
case4,15,3200,3,0.197500
case4,15,3200,4,0.266875
case4,15,3200,5,0.336562
case4,15,3300,1,0.065455
case4,15,3300,2,0.132121
case4,15,3300,3,0.199697
case4,15,3300,4,0.266970
case4,15,3300,5,0.335758
case4,15,3400,1,0.066176
case4,15,3400,2,0.131176
case4,15,3400,3,0.199118
case4,15,3400,4,0.267941
case4,15,3400,5,0.335588
case4,15,3500,1,0.066000
case4,15,3500,2,0.130857
case4,15,3500,3,0.199714
case4,15,3500,4,0.268000
case4,15,3500,5,0.335429
case4,15,3600,1,0.067222
case4,15,3600,2,0.130278
case4,15,3600,3,0.198889
case4,15,3600,4,0.268056
case4,15,3600,5,0.335556
case4,15,3700,1,0.067838
case4,15,3700,2,0.130541
case4,15,3700,3,0.200811
case4,15,3700,4,0.265676
case4,15,3700,5,0.335135
case4,15,3800,1,0.067368
case4,15,3800,2,0.130263
case4,15,3800,3,0.202105
case4,15,3800,4,0.263158
case4,15,3800,5,0.337105
case4,15,3900,1,0.067436
case4,15,3900,2,0.129744
case4,15,3900,3,0.201795
case4,15,3900,4,0.261026
case4,15,3900,5,0.340000
case4,15,4000,1,0.067500
case4,15,4000,2,0.129750
case4,15,4000,3,0.200000
case4,15,4000,4,0.262000
case4,15,4000,5,0.340750
case4,15,4100,1,0.067561
case4,15,4100,2,0.129756
case4,15,4100,3,0.199512
case4,15,4100,4,0.264146
case4,15,4100,5,0.339024
case4,15,4200,1,0.068095
case4,15,4200,2,0.130714
case4,15,4200,3,0.200238
case4,15,4200,4,0.263571
case4,15,4200,5,0.337381
case4,15,4300,1,0.067674
case4,15,4300,2,0.130000
case4,15,4300,3,0.200930
case4,15,4300,4,0.264651
case4,15,4300,5,0.336744
case4,15,4400,1,0.068182
case4,15,4400,2,0.129545
case4,15,4400,3,0.201136
case4,15,4400,4,0.265000
case4,15,4400,5,0.336136
case4,15,4500,1,0.068000
case4,15,4500,2,0.130222
case4,15,4500,3,0.199333
case4,15,4500,4,0.264667
case4,15,4500,5,0.337778
case4,15,4600,1,0.068043
case4,15,4600,2,0.130652
case4,15,4600,3,0.198696
case4,15,4600,4,0.265000
case4,15,4600,5,0.337609
case4,15,4700,1,0.067872
case4,15,4700,2,0.130851
case4,15,4700,3,0.201064
case4,15,4700,4,0.263830
case4,15,4700,5,0.336383
case4,15,4800,1,0.067500
case4,15,4800,2,0.131458
case4,15,4800,3,0.201250
case4,15,4800,4,0.264375
case4,15,4800,5,0.335417
case4,15,4900,1,0.067755
case4,15,4900,2,0.131633
case4,15,4900,3,0.200612
case4,15,4900,4,0.264694
case4,15,4900,5,0.335306
case4,15,5000,1,0.067800
case4,15,5000,2,0.132400
case4,15,5000,3,0.201200
case4,15,5000,4,0.264800
case4,15,5000,5,0.333800
case4,15,5100,1,0.068627
case4,15,5100,2,0.131765
case4,15,5100,3,0.200784
case4,15,5100,4,0.264510
case4,15,5100,5,0.334314
case4,15,5200,1,0.068846
case4,15,5200,2,0.131731
case4,15,5200,3,0.200000
case4,15,5200,4,0.265000
case4,15,5200,5,0.334423
case4,15,5300,1,0.068868
case4,15,5300,2,0.132264
case4,15,5300,3,0.200377
case4,15,5300,4,0.264528
case4,15,5300,5,0.333962
case4,15,5400,1,0.068333
case4,15,5400,2,0.132222
case4,15,5400,3,0.200370
case4,15,5400,4,0.264259
case4,15,5400,5,0.334815
case4,15,5500,1,0.068364
case4,15,5500,2,0.131455
case4,15,5500,3,0.200727
case4,15,5500,4,0.264727
case4,15,5500,5,0.334727
case4,15,5600,1,0.068571
case4,15,5600,2,0.131250
case4,15,5600,3,0.200714
case4,15,5600,4,0.264643
case4,15,5600,5,0.334821
case4,15,5700,1,0.068070
case4,15,5700,2,0.131053
case4,15,5700,3,0.201404
case4,15,5700,4,0.265263
case4,15,5700,5,0.334211
case4,15,5800,1,0.068621
case4,15,5800,2,0.130862
case4,15,5800,3,0.202414
case4,15,5800,4,0.264828
case4,15,5800,5,0.333276
case4,15,5900,1,0.068644
case4,15,5900,2,0.130678
case4,15,5900,3,0.202034
case4,15,5900,4,0.264576
case4,15,5900,5,0.334068
case4,15,6000,1,0.068500
case4,15,6000,2,0.131500
case4,15,6000,3,0.202667
case4,15,6000,4,0.264000
case4,15,6000,5,0.333333
case4,15,6100,1,0.068033
case4,15,6100,2,0.131967
case4,15,6100,3,0.201475
case4,15,6100,4,0.265574
case4,15,6100,5,0.332951
case4,15,6200,1,0.067903
case4,15,6200,2,0.131935
case4,15,6200,3,0.201129
case4,15,6200,4,0.265806
case4,15,6200,5,0.333226
case4,15,6300,1,0.068413
case4,15,6300,2,0.132222
case4,15,6300,3,0.200317
case4,15,6300,4,0.264921
case4,15,6300,5,0.334127
case4,15,6400,1,0.068906
case4,15,6400,2,0.131562
case4,15,6400,3,0.200625
case4,15,6400,4,0.264375
case4,15,6400,5,0.334531
case4,15,6500,1,0.068462
case4,15,6500,2,0.131692
case4,15,6500,3,0.201385
case4,15,6500,4,0.264000
case4,15,6500,5,0.334462
case4,15,6600,1,0.068182
case4,15,6600,2,0.131970
case4,15,6600,3,0.200758
case4,15,6600,4,0.264394
case4,15,6600,5,0.334697
case4,15,6700,1,0.068358
case4,15,6700,2,0.132537
case4,15,6700,3,0.200299
case4,15,6700,4,0.264478
case4,15,6700,5,0.334328
case4,15,6800,1,0.068824
case4,15,6800,2,0.132647
case4,15,6800,3,0.199853
case4,15,6800,4,0.265000
case4,15,6800,5,0.333676
case4,15,6900,1,0.069275
case4,15,6900,2,0.132174
case4,15,6900,3,0.199855
case4,15,6900,4,0.264058
case4,15,6900,5,0.334638
case4,15,7000,1,0.068857
case4,15,7000,2,0.132286
case4,15,7000,3,0.198714
case4,15,7000,4,0.265000
case4,15,7000,5,0.335143
case4,15,7100,1,0.069155
case4,15,7100,2,0.132113
case4,15,7100,3,0.198592
case4,15,7100,4,0.264789
case4,15,7100,5,0.335352
case4,15,7200,1,0.069306
case4,15,7200,2,0.131944
case4,15,7200,3,0.199167
case4,15,7200,4,0.264861
case4,15,7200,5,0.334722
case4,15,7300,1,0.069452
case4,15,7300,2,0.131918
case4,15,7300,3,0.198904
case4,15,7300,4,0.264521
case4,15,7300,5,0.335205
case4,15,7400,1,0.069054
case4,15,7400,2,0.131757
case4,15,7400,3,0.199595
case4,15,7400,4,0.264189
case4,15,7400,5,0.335405
case4,15,7500,1,0.069467
case4,15,7500,2,0.131067
case4,15,7500,3,0.199600
case4,15,7500,4,0.264533
case4,15,7500,5,0.335333
case4,15,7600,1,0.069342
case4,15,7600,2,0.131711
case4,15,7600,3,0.199079
case4,15,7600,4,0.264474
case4,15,7600,5,0.335395
case4,15,7700,1,0.069481
case4,15,7700,2,0.131818
case4,15,7700,3,0.198571
case4,15,7700,4,0.264675
case4,15,7700,5,0.335455
case4,15,7800,1,0.069359
case4,15,7800,2,0.132692
case4,15,7800,3,0.197692
case4,15,7800,4,0.265128
case4,15,7800,5,0.335128
case4,15,7900,1,0.069241
case4,15,7900,2,0.132911
case4,15,7900,3,0.197468
case4,15,7900,4,0.265823
case4,15,7900,5,0.334557
case4,15,8000,1,0.069250
case4,15,8000,2,0.132750
case4,15,8000,3,0.197500
case4,15,8000,4,0.266250
case4,15,8000,5,0.334250
case4,15,8100,1,0.069506
case4,15,8100,2,0.132099
case4,15,8100,3,0.197284
case4,15,8100,4,0.266543
case4,15,8100,5,0.334568
case4,15,8200,1,0.069390
case4,15,8200,2,0.132317
case4,15,8200,3,0.197927
case4,15,8200,4,0.266098
case4,15,8200,5,0.334268
case4,15,8300,1,0.069277
case4,15,8300,2,0.132048
case4,15,8300,3,0.197349
case4,15,8300,4,0.265904
case4,15,8300,5,0.335422
case4,15,8400,1,0.068929
case4,15,8400,2,0.132024
case4,15,8400,3,0.197619
case4,15,8400,4,0.266548
case4,15,8400,5,0.334881
case4,15,8500,1,0.068588
case4,15,8500,2,0.132235
case4,15,8500,3,0.197647
case4,15,8500,4,0.265882
case4,15,8500,5,0.335647
case4,15,8600,1,0.068837
case4,15,8600,2,0.132093
case4,15,8600,3,0.197907
case4,15,8600,4,0.265465
case4,15,8600,5,0.335698
case4,15,8700,1,0.069080
case4,15,8700,2,0.131494
case4,15,8700,3,0.198276
case4,15,8700,4,0.264023
case4,15,8700,5,0.337126
case4,15,8800,1,0.068977
case4,15,8800,2,0.131250
case4,15,8800,3,0.199205
case4,15,8800,4,0.262386
case4,15,8800,5,0.338182
case4,15,8900,1,0.068427
case4,15,8900,2,0.131348
case4,15,8900,3,0.199438
case4,15,8900,4,0.262247
case4,15,8900,5,0.338539
case4,15,9000,1,0.067778
case4,15,9000,2,0.131667
case4,15,9000,3,0.199444
case4,15,9000,4,0.263000
case4,15,9000,5,0.338111
case4,15,9100,1,0.067582
case4,15,9100,2,0.131538
case4,15,9100,3,0.199670
case4,15,9100,4,0.263626
case4,15,9100,5,0.337582
case4,15,9200,1,0.067391
case4,15,9200,2,0.131413
case4,15,9200,3,0.199891
case4,15,9200,4,0.263261
case4,15,9200,5,0.338043
case4,15,9300,1,0.067742
case4,15,9300,2,0.131505
case4,15,9300,3,0.198925
case4,15,9300,4,0.263226
case4,15,9300,5,0.338602
case4,15,9400,1,0.067447
case4,15,9400,2,0.131489
case4,15,9400,3,0.199255
case4,15,9400,4,0.262660
case4,15,9400,5,0.339149
case4,15,9500,1,0.067263
case4,15,9500,2,0.132105
case4,15,9500,3,0.198632
case4,15,9500,4,0.263263
case4,15,9500,5,0.338737
case4,15,9600,1,0.066979
case4,15,9600,2,0.131562
case4,15,9600,3,0.198958
case4,15,9600,4,0.263333
case4,15,9600,5,0.339167
case4,15,9700,1,0.067010
case4,15,9700,2,0.131443
case4,15,9700,3,0.198557
case4,15,9700,4,0.263814
case4,15,9700,5,0.339175
case4,15,9800,1,0.066939
case4,15,9800,2,0.131531
case4,15,9800,3,0.198776
case4,15,9800,4,0.264082
case4,15,9800,5,0.338673
case4,15,9900,1,0.067172
case4,15,9900,2,0.132323
case4,15,9900,3,0.198586
case4,15,9900,4,0.263535
case4,15,9900,5,0.338384
case4,15,10000,1,0.067100
case4,15,10000,2,0.132600
case4,15,10000,3,0.198800
case4,15,10000,4,0.263000
case4,15,10000,5,0.338500
case4,16,100,1,0.060000
case4,16,100,2,0.120000
case4,16,100,3,0.230000
case4,16,100,4,0.270000
case4,16,100,5,0.320000
case4,16,200,1,0.045000
case4,16,200,2,0.150000
case4,16,200,3,0.200000
case4,16,200,4,0.250000
case4,16,200,5,0.355000
case4,16,300,1,0.063333
case4,16,300,2,0.153333
case4,16,300,3,0.203333
case4,16,300,4,0.246667
case4,16,300,5,0.333333
case4,16,400,1,0.067500
case4,16,400,2,0.130000
case4,16,400,3,0.197500
case4,16,400,4,0.262500
case4,16,400,5,0.342500
case4,16,500,1,0.068000
case4,16,500,2,0.144000
case4,16,500,3,0.196000
case4,16,500,4,0.252000
case4,16,500,5,0.340000
case4,16,600,1,0.063333
case4,16,600,2,0.138333
case4,16,600,3,0.205000
case4,16,600,4,0.261667
case4,16,600,5,0.331667
case4,16,700,1,0.061429
case4,16,700,2,0.142857
case4,16,700,3,0.210000
case4,16,700,4,0.260000
case4,16,700,5,0.325714
case4,16,800,1,0.061250
case4,16,800,2,0.136250
case4,16,800,3,0.215000
case4,16,800,4,0.257500
case4,16,800,5,0.330000
case4,16,900,1,0.063333
case4,16,900,2,0.133333
case4,16,900,3,0.212222
case4,16,900,4,0.254444
case4,16,900,5,0.336667
case4,16,1000,1,0.063000
case4,16,1000,2,0.131000
case4,16,1000,3,0.212000
case4,16,1000,4,0.261000
case4,16,1000,5,0.333000
case4,16,1100,1,0.063636
case4,16,1100,2,0.130909
case4,16,1100,3,0.211818
case4,16,1100,4,0.258182
case4,16,1100,5,0.335455
case4,16,1200,1,0.069167
case4,16,1200,2,0.127500
case4,16,1200,3,0.214167
case4,16,1200,4,0.257500
case4,16,1200,5,0.331667
case4,16,1300,1,0.068462
case4,16,1300,2,0.124615
case4,16,1300,3,0.216154
case4,16,1300,4,0.254615
case4,16,1300,5,0.336154
case4,16,1400,1,0.068571
case4,16,1400,2,0.127857
case4,16,1400,3,0.215714
case4,16,1400,4,0.253571
case4,16,1400,5,0.334286
case4,16,1500,1,0.066000
case4,16,1500,2,0.132000
case4,16,1500,3,0.213333
case4,16,1500,4,0.255333
case4,16,1500,5,0.333333
case4,16,1600,1,0.066250
case4,16,1600,2,0.132500
case4,16,1600,3,0.207500
case4,16,1600,4,0.261250
case4,16,1600,5,0.332500
case4,16,1700,1,0.068235
case4,16,1700,2,0.133529
case4,16,1700,3,0.202353
case4,16,1700,4,0.258235
case4,16,1700,5,0.337647
case4,16,1800,1,0.067222
case4,16,1800,2,0.135556
case4,16,1800,3,0.200556
case4,16,1800,4,0.263333
case4,16,1800,5,0.333333
case4,16,1900,1,0.066316
case4,16,1900,2,0.139474
case4,16,1900,3,0.199474
case4,16,1900,4,0.262105
case4,16,1900,5,0.332632
case4,16,2000,1,0.067000
case4,16,2000,2,0.142500
case4,16,2000,3,0.199500
case4,16,2000,4,0.261000
case4,16,2000,5,0.330000
case4,16,2100,1,0.068095
case4,16,2100,2,0.140952
case4,16,2100,3,0.202381
case4,16,2100,4,0.260476
case4,16,2100,5,0.328095
case4,16,2200,1,0.068636
case4,16,2200,2,0.143182
case4,16,2200,3,0.202273
case4,16,2200,4,0.260000
case4,16,2200,5,0.325909
case4,16,2300,1,0.067391
case4,16,2300,2,0.142609
case4,16,2300,3,0.202609
case4,16,2300,4,0.260000
case4,16,2300,5,0.327391
case4,16,2400,1,0.067500
case4,16,2400,2,0.144167
case4,16,2400,3,0.202500
case4,16,2400,4,0.259167
case4,16,2400,5,0.326667
case4,16,2500,1,0.068000
case4,16,2500,2,0.144400
case4,16,2500,3,0.202800
case4,16,2500,4,0.258400
case4,16,2500,5,0.326400
case4,16,2600,1,0.068077
case4,16,2600,2,0.143846
case4,16,2600,3,0.199615
case4,16,2600,4,0.258846
case4,16,2600,5,0.329615
case4,16,2700,1,0.068889
case4,16,2700,2,0.141111
case4,16,2700,3,0.197037
case4,16,2700,4,0.262222
case4,16,2700,5,0.330741
case4,16,2800,1,0.068214
case4,16,2800,2,0.141429
case4,16,2800,3,0.195000
case4,16,2800,4,0.263571
case4,16,2800,5,0.331786
case4,16,2900,1,0.069310
case4,16,2900,2,0.141034
case4,16,2900,3,0.194483
case4,16,2900,4,0.264828
case4,16,2900,5,0.330345
case4,16,3000,1,0.069000
case4,16,3000,2,0.143000
case4,16,3000,3,0.194667
case4,16,3000,4,0.264000
case4,16,3000,5,0.329333
case4,16,3100,1,0.068710
case4,16,3100,2,0.144516
case4,16,3100,3,0.195806
case4,16,3100,4,0.262903
case4,16,3100,5,0.328065
case4,16,3200,1,0.069375
case4,16,3200,2,0.143750
case4,16,3200,3,0.195625
case4,16,3200,4,0.262500
case4,16,3200,5,0.328750
case4,16,3300,1,0.068182
case4,16,3300,2,0.143636
case4,16,3300,3,0.196364
case4,16,3300,4,0.261818
case4,16,3300,5,0.330000
case4,16,3400,1,0.067647
case4,16,3400,2,0.142059
case4,16,3400,3,0.197353
case4,16,3400,4,0.264118
case4,16,3400,5,0.328824
case4,16,3500,1,0.067429
case4,16,3500,2,0.142571
case4,16,3500,3,0.196286
case4,16,3500,4,0.266000
case4,16,3500,5,0.327714
case4,16,3600,1,0.066944
case4,16,3600,2,0.143611
case4,16,3600,3,0.196111
case4,16,3600,4,0.265278
case4,16,3600,5,0.328056
case4,16,3700,1,0.067027
case4,16,3700,2,0.143514
case4,16,3700,3,0.194324
case4,16,3700,4,0.266757
case4,16,3700,5,0.328378
case4,16,3800,1,0.068158
case4,16,3800,2,0.143684
case4,16,3800,3,0.192895
case4,16,3800,4,0.264211
case4,16,3800,5,0.331053
case4,16,3900,1,0.068462
case4,16,3900,2,0.144359
case4,16,3900,3,0.193077
case4,16,3900,4,0.264103
case4,16,3900,5,0.330000
case4,16,4000,1,0.068500
case4,16,4000,2,0.145250
case4,16,4000,3,0.193000
case4,16,4000,4,0.264500
case4,16,4000,5,0.328750
case4,16,4100,1,0.067805
case4,16,4100,2,0.145366
case4,16,4100,3,0.193659
case4,16,4100,4,0.265366
case4,16,4100,5,0.327805
case4,16,4200,1,0.068095
case4,16,4200,2,0.145238
case4,16,4200,3,0.194286
case4,16,4200,4,0.265476
case4,16,4200,5,0.326905
case4,16,4300,1,0.068837
case4,16,4300,2,0.143721
case4,16,4300,3,0.194651
case4,16,4300,4,0.265814
case4,16,4300,5,0.326977
case4,16,4400,1,0.069318
case4,16,4400,2,0.143409
case4,16,4400,3,0.194545
case4,16,4400,4,0.265455
case4,16,4400,5,0.327273
case4,16,4500,1,0.069778
case4,16,4500,2,0.144000
case4,16,4500,3,0.194444
case4,16,4500,4,0.264667
case4,16,4500,5,0.327111
case4,16,4600,1,0.069783
case4,16,4600,2,0.143913
case4,16,4600,3,0.193696
case4,16,4600,4,0.265217
case4,16,4600,5,0.327391
case4,16,4700,1,0.070000
case4,16,4700,2,0.143617
case4,16,4700,3,0.194468
case4,16,4700,4,0.265319
case4,16,4700,5,0.326596
case4,16,4800,1,0.070208
case4,16,4800,2,0.143333
case4,16,4800,3,0.194583
case4,16,4800,4,0.265417
case4,16,4800,5,0.326458
case4,16,4900,1,0.069796
case4,16,4900,2,0.143469
case4,16,4900,3,0.194286
case4,16,4900,4,0.265714
case4,16,4900,5,0.326735
case4,16,5000,1,0.069600
case4,16,5000,2,0.143800
case4,16,5000,3,0.194400
case4,16,5000,4,0.264600
case4,16,5000,5,0.327600
case4,16,5100,1,0.069020
case4,16,5100,2,0.143333
case4,16,5100,3,0.194706
case4,16,5100,4,0.265490
case4,16,5100,5,0.327451
case4,16,5200,1,0.069615
case4,16,5200,2,0.142500
case4,16,5200,3,0.194615
case4,16,5200,4,0.266154
case4,16,5200,5,0.327115
case4,16,5300,1,0.069623
case4,16,5300,2,0.142264
case4,16,5300,3,0.193585
case4,16,5300,4,0.265849
case4,16,5300,5,0.328679
case4,16,5400,1,0.068704
case4,16,5400,2,0.141852
case4,16,5400,3,0.194815
case4,16,5400,4,0.265370
case4,16,5400,5,0.329259
case4,16,5500,1,0.069455
case4,16,5500,2,0.140909
case4,16,5500,3,0.194909
case4,16,5500,4,0.266182
case4,16,5500,5,0.328545
case4,16,5600,1,0.069821
case4,16,5600,2,0.141071
case4,16,5600,3,0.193750
case4,16,5600,4,0.267500
case4,16,5600,5,0.327857
case4,16,5700,1,0.068947
case4,16,5700,2,0.140175
case4,16,5700,3,0.194912
case4,16,5700,4,0.266667
case4,16,5700,5,0.329298
case4,16,5800,1,0.068276
case4,16,5800,2,0.140000
case4,16,5800,3,0.195000
case4,16,5800,4,0.266379
case4,16,5800,5,0.330345
case4,16,5900,1,0.068136
case4,16,5900,2,0.141017
case4,16,5900,3,0.195593
case4,16,5900,4,0.265932
case4,16,5900,5,0.329322
case4,16,6000,1,0.067500
case4,16,6000,2,0.139667
case4,16,6000,3,0.196833
case4,16,6000,4,0.266500
case4,16,6000,5,0.329500
case4,16,6100,1,0.067049
case4,16,6100,2,0.140328
case4,16,6100,3,0.195738
case4,16,6100,4,0.267377
case4,16,6100,5,0.329508
case4,16,6200,1,0.066774
case4,16,6200,2,0.139839
case4,16,6200,3,0.195484
case4,16,6200,4,0.267581
case4,16,6200,5,0.330323
case4,16,6300,1,0.066508
