case,seed,dispatch,task_id,cumulative_share
case3,9,9300,2,0.207527
case3,9,9300,3,0.199462
case3,9,9300,4,0.194516
case3,9,9300,5,0.200860
case3,9,9400,1,0.198617
case3,9,9400,2,0.207128
case3,9,9400,3,0.199149
case3,9,9400,4,0.194574
case3,9,9400,5,0.200532
case3,9,9500,1,0.198632
case3,9,9500,2,0.206737
case3,9,9500,3,0.199053
case3,9,9500,4,0.194421
case3,9,9500,5,0.201158
case3,9,9600,1,0.198542
case3,9,9600,2,0.206979
case3,9,9600,3,0.199479
case3,9,9600,4,0.194167
case3,9,9600,5,0.200833
case3,9,9700,1,0.199175
case3,9,9700,2,0.207010
case3,9,9700,3,0.198866
case3,9,9700,4,0.194330
case3,9,9700,5,0.200619
case3,9,9800,1,0.198878
case3,9,9800,2,0.207041
case3,9,9800,3,0.198776
case3,9,9800,4,0.194490
case3,9,9800,5,0.200816
case3,9,9900,1,0.199293
case3,9,9900,2,0.206566
case3,9,9900,3,0.199091
case3,9,9900,4,0.194242
case3,9,9900,5,0.200808
case3,9,10000,1,0.198800
case3,9,10000,2,0.206800
case3,9,10000,3,0.198700
case3,9,10000,4,0.194900
case3,9,10000,5,0.200800
case3,10,100,1,0.210000
case3,10,100,2,0.200000
case3,10,100,3,0.220000
case3,10,100,4,0.210000
case3,10,100,5,0.160000
case3,10,200,1,0.155000
case3,10,200,2,0.235000
case3,10,200,3,0.190000
case3,10,200,4,0.200000
case3,10,200,5,0.220000
case3,10,300,1,0.160000
case3,10,300,2,0.246667
case3,10,300,3,0.186667
case3,10,300,4,0.193333
case3,10,300,5,0.213333
case3,10,400,1,0.172500
case3,10,400,2,0.225000
case3,10,400,3,0.187500
case3,10,400,4,0.205000
case3,10,400,5,0.210000
case3,10,500,1,0.184000
case3,10,500,2,0.214000
case3,10,500,3,0.198000
case3,10,500,4,0.208000
case3,10,500,5,0.196000
case3,10,600,1,0.186667
case3,10,600,2,0.203333
case3,10,600,3,0.203333
case3,10,600,4,0.198333
case3,10,600,5,0.208333
case3,10,700,1,0.184286
case3,10,700,2,0.198571
case3,10,700,3,0.215714
case3,10,700,4,0.200000
case3,10,700,5,0.201429
case3,10,800,1,0.176250
case3,10,800,2,0.196250
case3,10,800,3,0.225000
case3,10,800,4,0.196250
case3,10,800,5,0.206250
case3,10,900,1,0.186667
case3,10,900,2,0.195556
case3,10,900,3,0.218889
case3,10,900,4,0.196667
case3,10,900,5,0.202222
case3,10,1000,1,0.183000
case3,10,1000,2,0.195000
case3,10,1000,3,0.222000
case3,10,1000,4,0.197000
case3,10,1000,5,0.203000
case3,10,1100,1,0.186364
case3,10,1100,2,0.193636
case3,10,1100,3,0.223636
case3,10,1100,4,0.198182
case3,10,1100,5,0.198182
case3,10,1200,1,0.190000
case3,10,1200,2,0.195000
case3,10,1200,3,0.221667
case3,10,1200,4,0.193333
case3,10,1200,5,0.200000
case3,10,1300,1,0.189231
case3,10,1300,2,0.194615
case3,10,1300,3,0.220769
case3,10,1300,4,0.191538
case3,10,1300,5,0.203846
case3,10,1400,1,0.193571
case3,10,1400,2,0.195714
case3,10,1400,3,0.218571
case3,10,1400,4,0.190000
case3,10,1400,5,0.202143
case3,10,1500,1,0.196667
case3,10,1500,2,0.198667
case3,10,1500,3,0.220000
case3,10,1500,4,0.184000
case3,10,1500,5,0.200667
case3,10,1600,1,0.193750
case3,10,1600,2,0.200000
case3,10,1600,3,0.218750
case3,10,1600,4,0.186250
case3,10,1600,5,0.201250
case3,10,1700,1,0.195882
case3,10,1700,2,0.192941
case3,10,1700,3,0.218235
case3,10,1700,4,0.192353
case3,10,1700,5,0.200588
case3,10,1800,1,0.192778
case3,10,1800,2,0.193333
case3,10,1800,3,0.218333
case3,10,1800,4,0.195000
case3,10,1800,5,0.200556
case3,10,1900,1,0.191579
case3,10,1900,2,0.195789
case3,10,1900,3,0.217368
case3,10,1900,4,0.192632
case3,10,1900,5,0.202632
case3,10,2000,1,0.191000
case3,10,2000,2,0.199500
case3,10,2000,3,0.215500
case3,10,2000,4,0.193500
case3,10,2000,5,0.200500
case3,10,2100,1,0.186667
case3,10,2100,2,0.201429
case3,10,2100,3,0.215714
case3,10,2100,4,0.193333
case3,10,2100,5,0.202857
case3,10,2200,1,0.184091
case3,10,2200,2,0.203182
case3,10,2200,3,0.217727
case3,10,2200,4,0.190909
case3,10,2200,5,0.204091
case3,10,2300,1,0.183913
case3,10,2300,2,0.203478
case3,10,2300,3,0.219130
case3,10,2300,4,0.188261
case3,10,2300,5,0.205217
case3,10,2400,1,0.181667
case3,10,2400,2,0.203333
case3,10,2400,3,0.221250
case3,10,2400,4,0.187917
case3,10,2400,5,0.205833
case3,10,2500,1,0.182800
case3,10,2500,2,0.201200
case3,10,2500,3,0.220000
case3,10,2500,4,0.187600
case3,10,2500,5,0.208400
case3,10,2600,1,0.182692
case3,10,2600,2,0.202308
case3,10,2600,3,0.218846
case3,10,2600,4,0.189231
case3,10,2600,5,0.206923
case3,10,2700,1,0.182963
case3,10,2700,2,0.202963
case3,10,2700,3,0.216667
case3,10,2700,4,0.191111
case3,10,2700,5,0.206296
case3,10,2800,1,0.186071
case3,10,2800,2,0.202857
case3,10,2800,3,0.215000
case3,10,2800,4,0.191071
case3,10,2800,5,0.205000
case3,10,2900,1,0.185517
case3,10,2900,2,0.203103
case3,10,2900,3,0.211724
case3,10,2900,4,0.195517
case3,10,2900,5,0.204138
case3,10,3000,1,0.187000
case3,10,3000,2,0.200333
case3,10,3000,3,0.212000
case3,10,3000,4,0.196667
case3,10,3000,5,0.204000
case3,10,3100,1,0.189355
case3,10,3100,2,0.201290
case3,10,3100,3,0.210645
case3,10,3100,4,0.194194
case3,10,3100,5,0.204516
case3,10,3200,1,0.189062
case3,10,3200,2,0.201250
case3,10,3200,3,0.209063
case3,10,3200,4,0.194375
case3,10,3200,5,0.206250
case3,10,3300,1,0.189697
case3,10,3300,2,0.200909
case3,10,3300,3,0.206061
case3,10,3300,4,0.194545
case3,10,3300,5,0.208788
case3,10,3400,1,0.189706
case3,10,3400,2,0.201471
case3,10,3400,3,0.206471
case3,10,3400,4,0.193529
case3,10,3400,5,0.208824
case3,10,3500,1,0.188857
case3,10,3500,2,0.200857
case3,10,3500,3,0.205429
case3,10,3500,4,0.195429
case3,10,3500,5,0.209429
case3,10,3600,1,0.188889
case3,10,3600,2,0.200556
case3,10,3600,3,0.203611
case3,10,3600,4,0.198056
case3,10,3600,5,0.208889
case3,10,3700,1,0.189730
case3,10,3700,2,0.199459
case3,10,3700,3,0.204865
case3,10,3700,4,0.199459
case3,10,3700,5,0.206486
case3,10,3800,1,0.189737
case3,10,3800,2,0.200263
case3,10,3800,3,0.203421
case3,10,3800,4,0.197632
case3,10,3800,5,0.208947
case3,10,3900,1,0.189231
case3,10,3900,2,0.200256
case3,10,3900,3,0.203333
case3,10,3900,4,0.196923
case3,10,3900,5,0.210256
case3,10,4000,1,0.190750
case3,10,4000,2,0.199000
case3,10,4000,3,0.203250
case3,10,4000,4,0.196500
case3,10,4000,5,0.210500
case3,10,4100,1,0.191707
case3,10,4100,2,0.198293
case3,10,4100,3,0.202683
case3,10,4100,4,0.198293
case3,10,4100,5,0.209024
case3,10,4200,1,0.190238
case3,10,4200,2,0.199048
case3,10,4200,3,0.203810
case3,10,4200,4,0.198810
case3,10,4200,5,0.208095
case3,10,4300,1,0.190465
case3,10,4300,2,0.201163
case3,10,4300,3,0.204419
case3,10,4300,4,0.196977
case3,10,4300,5,0.206977
case3,10,4400,1,0.189091
case3,10,4400,2,0.200000
case3,10,4400,3,0.205455
case3,10,4400,4,0.198182
case3,10,4400,5,0.207273
case3,10,4500,1,0.189778
case3,10,4500,2,0.201333
case3,10,4500,3,0.203556
case3,10,4500,4,0.198889
case3,10,4500,5,0.206444
case3,10,4600,1,0.190217
case3,10,4600,2,0.200000
case3,10,4600,3,0.204348
case3,10,4600,4,0.199565
case3,10,4600,5,0.205870
case3,10,4700,1,0.189362
case3,10,4700,2,0.199574
case3,10,4700,3,0.204043
case3,10,4700,4,0.200213
case3,10,4700,5,0.206809
case3,10,4800,1,0.189583
case3,10,4800,2,0.198333
case3,10,4800,3,0.205208
case3,10,4800,4,0.200208
case3,10,4800,5,0.206667
case3,10,4900,1,0.190408
case3,10,4900,2,0.199796
case3,10,4900,3,0.204082
case3,10,4900,4,0.200612
case3,10,4900,5,0.205102
case3,10,5000,1,0.190600
case3,10,5000,2,0.200200
case3,10,5000,3,0.203200
case3,10,5000,4,0.201000
case3,10,5000,5,0.205000
case3,10,5100,1,0.190980
case3,10,5100,2,0.200588
case3,10,5100,3,0.203333
case3,10,5100,4,0.200980
case3,10,5100,5,0.204118
case3,10,5200,1,0.191731
case3,10,5200,2,0.201346
case3,10,5200,3,0.202885
case3,10,5200,4,0.200000
case3,10,5200,5,0.204038
case3,10,5300,1,0.192642
case3,10,5300,2,0.200943
case3,10,5300,3,0.202642
case3,10,5300,4,0.198868
case3,10,5300,5,0.204906
case3,10,5400,1,0.194630
case3,10,5400,2,0.200556
case3,10,5400,3,0.202222
case3,10,5400,4,0.198889
case3,10,5400,5,0.203704
case3,10,5500,1,0.194000
case3,10,5500,2,0.200182
case3,10,5500,3,0.202364
case3,10,5500,4,0.199636
case3,10,5500,5,0.203818
case3,10,5600,1,0.194286
case3,10,5600,2,0.199464
case3,10,5600,3,0.202857
case3,10,5600,4,0.199107
case3,10,5600,5,0.204286
case3,10,5700,1,0.192982
case3,10,5700,2,0.199123
case3,10,5700,3,0.203509
case3,10,5700,4,0.200000
case3,10,5700,5,0.204386
case3,10,5800,1,0.193103
case3,10,5800,2,0.200172
case3,10,5800,3,0.204310
case3,10,5800,4,0.199655
case3,10,5800,5,0.202759
case3,10,5900,1,0.193898
case3,10,5900,2,0.199661
case3,10,5900,3,0.203898
case3,10,5900,4,0.199831
case3,10,5900,5,0.202712
case3,10,6000,1,0.193333
case3,10,6000,2,0.200000
case3,10,6000,3,0.203333
case3,10,6000,4,0.199833
case3,10,6000,5,0.203500
case3,10,6100,1,0.194098
case3,10,6100,2,0.199016
case3,10,6100,3,0.202459
case3,10,6100,4,0.200000
case3,10,6100,5,0.204426
case3,10,6200,1,0.193226
case3,10,6200,2,0.199677
case3,10,6200,3,0.203548
case3,10,6200,4,0.199355
case3,10,6200,5,0.204194
case3,10,6300,1,0.192857
case3,10,6300,2,0.199206
case3,10,6300,3,0.204444
case3,10,6300,4,0.199841
case3,10,6300,5,0.203651
case3,10,6400,1,0.193438
case3,10,6400,2,0.199375
case3,10,6400,3,0.204375
case3,10,6400,4,0.199844
case3,10,6400,5,0.202969
case3,10,6500,1,0.194308
case3,10,6500,2,0.199538
case3,10,6500,3,0.203692
case3,10,6500,4,0.199692
case3,10,6500,5,0.202769
case3,10,6600,1,0.195000
case3,10,6600,2,0.199242
case3,10,6600,3,0.202727
case3,10,6600,4,0.200152
case3,10,6600,5,0.202879
case3,10,6700,1,0.195224
case3,10,6700,2,0.199104
case3,10,6700,3,0.202836
case3,10,6700,4,0.200299
case3,10,6700,5,0.202537
case3,10,6800,1,0.194706
case3,10,6800,2,0.198824
case3,10,6800,3,0.202500
case3,10,6800,4,0.199853
case3,10,6800,5,0.204118
case3,10,6900,1,0.194493
case3,10,6900,2,0.199420
case3,10,6900,3,0.203188
case3,10,6900,4,0.198986
case3,10,6900,5,0.203913
case3,10,7000,1,0.194286
case3,10,7000,2,0.200429
case3,10,7000,3,0.203286
case3,10,7000,4,0.197857
case3,10,7000,5,0.204143
case3,10,7100,1,0.195211
case3,10,7100,2,0.200423
case3,10,7100,3,0.203239
case3,10,7100,4,0.197606
case3,10,7100,5,0.203521
case3,10,7200,1,0.194167
case3,10,7200,2,0.200556
case3,10,7200,3,0.204167
case3,10,7200,4,0.197639
case3,10,7200,5,0.203472
case3,10,7300,1,0.194384
case3,10,7300,2,0.200000
case3,10,7300,3,0.203973
case3,10,7300,4,0.197808
case3,10,7300,5,0.203836
case3,10,7400,1,0.193514
case3,10,7400,2,0.200405
case3,10,7400,3,0.203784
case3,10,7400,4,0.197703
case3,10,7400,5,0.204595
case3,10,7500,1,0.194133
case3,10,7500,2,0.199600
case3,10,7500,3,0.203333
case3,10,7500,4,0.197600
case3,10,7500,5,0.205333
case3,10,7600,1,0.194605
case3,10,7600,2,0.199342
case3,10,7600,3,0.203816
case3,10,7600,4,0.197632
case3,10,7600,5,0.204605
case3,10,7700,1,0.194935
case3,10,7700,2,0.199091
case3,10,7700,3,0.204545
case3,10,7700,4,0.198052
case3,10,7700,5,0.203377
case3,10,7800,1,0.194744
case3,10,7800,2,0.199103
case3,10,7800,3,0.205128
case3,10,7800,4,0.197821
case3,10,7800,5,0.203205
case3,10,7900,1,0.194937
case3,10,7900,2,0.199241
case3,10,7900,3,0.205570
case3,10,7900,4,0.197722
case3,10,7900,5,0.202532
case3,10,8000,1,0.194375
case3,10,8000,2,0.199000
case3,10,8000,3,0.206250
case3,10,8000,4,0.198625
case3,10,8000,5,0.201750
case3,10,8100,1,0.194691
case3,10,8100,2,0.199383
case3,10,8100,3,0.206420
case3,10,8100,4,0.199012
case3,10,8100,5,0.200494
case3,10,8200,1,0.194268
case3,10,8200,2,0.199512
case3,10,8200,3,0.206829
case3,10,8200,4,0.198902
case3,10,8200,5,0.200488
case3,10,8300,1,0.194699
case3,10,8300,2,0.198675
case3,10,8300,3,0.207470
case3,10,8300,4,0.198193
case3,10,8300,5,0.200964
case3,10,8400,1,0.194405
case3,10,8400,2,0.198333
case3,10,8400,3,0.207024
case3,10,8400,4,0.198571
case3,10,8400,5,0.201667
case3,10,8500,1,0.194235
case3,10,8500,2,0.198588
case3,10,8500,3,0.206588
case3,10,8500,4,0.198706
case3,10,8500,5,0.201882
case3,10,8600,1,0.195698
case3,10,8600,2,0.198372
case3,10,8600,3,0.206163
case3,10,8600,4,0.198721
case3,10,8600,5,0.201047
case3,10,8700,1,0.195632
case3,10,8700,2,0.198276
case3,10,8700,3,0.206207
case3,10,8700,4,0.198161
case3,10,8700,5,0.201724
case3,10,8800,1,0.195568
case3,10,8800,2,0.199205
case3,10,8800,3,0.205455
case3,10,8800,4,0.198182
case3,10,8800,5,0.201591
case3,10,8900,1,0.195843
case3,10,8900,2,0.199438
case3,10,8900,3,0.205056
case3,10,8900,4,0.198202
case3,10,8900,5,0.201461
case3,10,9000,1,0.195444
case3,10,9000,2,0.199444
case3,10,9000,3,0.205000
case3,10,9000,4,0.198222
case3,10,9000,5,0.201889
case3,10,9100,1,0.195055
case3,10,9100,2,0.199451
case3,10,9100,3,0.205055
case3,10,9100,4,0.198022
case3,10,9100,5,0.202418
case3,10,9200,1,0.195543
case3,10,9200,2,0.199565
case3,10,9200,3,0.204457
case3,10,9200,4,0.198043
case3,10,9200,5,0.202391
case3,10,9300,1,0.195591
case3,10,9300,2,0.199355
case3,10,9300,3,0.203978
case3,10,9300,4,0.198065
case3,10,9300,5,0.203011
case3,10,9400,1,0.195319
case3,10,9400,2,0.199681
case3,10,9400,3,0.204149
case3,10,9400,4,0.197979
case3,10,9400,5,0.202872
case3,10,9500,1,0.195474
case3,10,9500,2,0.199263
case3,10,9500,3,0.204211
case3,10,9500,4,0.198105
case3,10,9500,5,0.202947
case3,10,9600,1,0.195208
case3,10,9600,2,0.199063
case3,10,9600,3,0.203854
case3,10,9600,4,0.198437
case3,10,9600,5,0.203437
case3,10,9700,1,0.195052
case3,10,9700,2,0.199278
case3,10,9700,3,0.202990
case3,10,9700,4,0.199485
case3,10,9700,5,0.203196
case3,10,9800,1,0.195306
case3,10,9800,2,0.199388
case3,10,9800,3,0.203061
case3,10,9800,4,0.199898
case3,10,9800,5,0.202347
case3,10,9900,1,0.195354
case3,10,9900,2,0.199091
case3,10,9900,3,0.203232
case3,10,9900,4,0.200000
case3,10,9900,5,0.202323
case3,10,10000,1,0.195100
case3,10,10000,2,0.198900
case3,10,10000,3,0.203400
case3,10,10000,4,0.200300
case3,10,10000,5,0.202300
case3,11,100,1,0.200000
case3,11,100,2,0.190000
case3,11,100,3,0.220000
case3,11,100,4,0.180000
case3,11,100,5,0.210000
case3,11,200,1,0.185000
case3,11,200,2,0.185000
case3,11,200,3,0.180000
case3,11,200,4,0.230000
case3,11,200,5,0.220000
case3,11,300,1,0.196667
case3,11,300,2,0.200000
case3,11,300,3,0.176667
case3,11,300,4,0.196667
case3,11,300,5,0.230000
case3,11,400,1,0.205000
case3,11,400,2,0.195000
case3,11,400,3,0.185000
case3,11,400,4,0.177500
case3,11,400,5,0.237500
case3,11,500,1,0.198000
case3,11,500,2,0.194000
case3,11,500,3,0.184000
case3,11,500,4,0.184000
case3,11,500,5,0.240000
case3,11,600,1,0.198333
case3,11,600,2,0.190000
case3,11,600,3,0.200000
case3,11,600,4,0.175000
case3,11,600,5,0.236667
case3,11,700,1,0.201429
case3,11,700,2,0.192857
case3,11,700,3,0.200000
case3,11,700,4,0.177143
case3,11,700,5,0.228571
case3,11,800,1,0.195000
case3,11,800,2,0.185000
case3,11,800,3,0.195000
case3,11,800,4,0.193750
case3,11,800,5,0.231250
case3,11,900,1,0.196667
case3,11,900,2,0.184444
case3,11,900,3,0.195556
case3,11,900,4,0.203333
case3,11,900,5,0.220000
case3,11,1000,1,0.197000
case3,11,1000,2,0.188000
case3,11,1000,3,0.194000
case3,11,1000,4,0.200000
case3,11,1000,5,0.221000
case3,11,1100,1,0.200000
case3,11,1100,2,0.188182
case3,11,1100,3,0.193636
case3,11,1100,4,0.200909
case3,11,1100,5,0.217273
case3,11,1200,1,0.199167
case3,11,1200,2,0.190833
case3,11,1200,3,0.191667
case3,11,1200,4,0.200833
case3,11,1200,5,0.217500
case3,11,1300,1,0.200000
case3,11,1300,2,0.196923
case3,11,1300,3,0.188462
case3,11,1300,4,0.200000
case3,11,1300,5,0.214615
case3,11,1400,1,0.200714
case3,11,1400,2,0.202143
case3,11,1400,3,0.189286
case3,11,1400,4,0.197143
case3,11,1400,5,0.210714
case3,11,1500,1,0.194667
case3,11,1500,2,0.205333
case3,11,1500,3,0.188667
case3,11,1500,4,0.198000
case3,11,1500,5,0.213333
case3,11,1600,1,0.195625
case3,11,1600,2,0.204375
case3,11,1600,3,0.185000
case3,11,1600,4,0.202500
case3,11,1600,5,0.212500
case3,11,1700,1,0.200588
case3,11,1700,2,0.202353
case3,11,1700,3,0.185294
case3,11,1700,4,0.199412
case3,11,1700,5,0.212353
case3,11,1800,1,0.201667
case3,11,1800,2,0.201111
case3,11,1800,3,0.188333
case3,11,1800,4,0.198889
case3,11,1800,5,0.210000
case3,11,1900,1,0.202632
case3,11,1900,2,0.202632
case3,11,1900,3,0.189474
case3,11,1900,4,0.197368
case3,11,1900,5,0.207895
case3,11,2000,1,0.202500
case3,11,2000,2,0.201500
case3,11,2000,3,0.191500
case3,11,2000,4,0.199500
case3,11,2000,5,0.205000
case3,11,2100,1,0.201429
case3,11,2100,2,0.202381
case3,11,2100,3,0.192381
case3,11,2100,4,0.199524
case3,11,2100,5,0.204286
case3,11,2200,1,0.201364
case3,11,2200,2,0.203182
case3,11,2200,3,0.193636
case3,11,2200,4,0.196364
case3,11,2200,5,0.205455
case3,11,2300,1,0.204348
case3,11,2300,2,0.203043
case3,11,2300,3,0.192174
case3,11,2300,4,0.196957
case3,11,2300,5,0.203478
case3,11,2400,1,0.205417
case3,11,2400,2,0.203333
case3,11,2400,3,0.193333
case3,11,2400,4,0.195417
case3,11,2400,5,0.202500
case3,11,2500,1,0.203200
case3,11,2500,2,0.201200
case3,11,2500,3,0.195200
case3,11,2500,4,0.198000
case3,11,2500,5,0.202400
case3,11,2600,1,0.203077
case3,11,2600,2,0.204615
case3,11,2600,3,0.192308
case3,11,2600,4,0.201154
case3,11,2600,5,0.198846
case3,11,2700,1,0.205926
case3,11,2700,2,0.204815
case3,11,2700,3,0.192963
case3,11,2700,4,0.197778
case3,11,2700,5,0.198519
case3,11,2800,1,0.203929
case3,11,2800,2,0.205000
case3,11,2800,3,0.192500
case3,11,2800,4,0.197143
case3,11,2800,5,0.201429
case3,11,2900,1,0.204828
case3,11,2900,2,0.202759
case3,11,2900,3,0.192759
case3,11,2900,4,0.197586
case3,11,2900,5,0.202069
case3,11,3000,1,0.205333
case3,11,3000,2,0.199667
case3,11,3000,3,0.193000
case3,11,3000,4,0.199333
case3,11,3000,5,0.202667
case3,11,3100,1,0.204516
case3,11,3100,2,0.199677
case3,11,3100,3,0.192903
case3,11,3100,4,0.200645
case3,11,3100,5,0.202258
case3,11,3200,1,0.205000
case3,11,3200,2,0.200000
case3,11,3200,3,0.192500
case3,11,3200,4,0.201250
case3,11,3200,5,0.201250
case3,11,3300,1,0.206364
case3,11,3300,2,0.200303
case3,11,3300,3,0.190909
case3,11,3300,4,0.202121
case3,11,3300,5,0.200303
case3,11,3400,1,0.205000
case3,11,3400,2,0.201471
case3,11,3400,3,0.190294
case3,11,3400,4,0.205588
case3,11,3400,5,0.197647
case3,11,3500,1,0.205714
case3,11,3500,2,0.203143
case3,11,3500,3,0.189714
case3,11,3500,4,0.205143
case3,11,3500,5,0.196286
case3,11,3600,1,0.207222
case3,11,3600,2,0.203056
case3,11,3600,3,0.188611
case3,11,3600,4,0.205000
case3,11,3600,5,0.196111
case3,11,3700,1,0.208108
case3,11,3700,2,0.203243
case3,11,3700,3,0.187297
case3,11,3700,4,0.207027
case3,11,3700,5,0.194324
case3,11,3800,1,0.208158
case3,11,3800,2,0.203158
case3,11,3800,3,0.188421
case3,11,3800,4,0.206579
case3,11,3800,5,0.193684
case3,11,3900,1,0.209487
case3,11,3900,2,0.201795
case3,11,3900,3,0.188205
case3,11,3900,4,0.206923
case3,11,3900,5,0.193590
case3,11,4000,1,0.208250
case3,11,4000,2,0.201250
case3,11,4000,3,0.188000
case3,11,4000,4,0.209750
case3,11,4000,5,0.192750
case3,11,4100,1,0.206829
case3,11,4100,2,0.200976
case3,11,4100,3,0.188537
case3,11,4100,4,0.209024
case3,11,4100,5,0.194634
case3,11,4200,1,0.207381
case3,11,4200,2,0.200952
case3,11,4200,3,0.189524
case3,11,4200,4,0.207143
case3,11,4200,5,0.195000
case3,11,4300,1,0.208140
case3,11,4300,2,0.202093
case3,11,4300,3,0.189535
case3,11,4300,4,0.205116
case3,11,4300,5,0.195116
case3,11,4400,1,0.208409
case3,11,4400,2,0.200682
case3,11,4400,3,0.191136
case3,11,4400,4,0.204545
case3,11,4400,5,0.195227
case3,11,4500,1,0.208444
case3,11,4500,2,0.201111
case3,11,4500,3,0.190222
case3,11,4500,4,0.205333
case3,11,4500,5,0.194889
case3,11,4600,1,0.208913
case3,11,4600,2,0.201304
case3,11,4600,3,0.188913
case3,11,4600,4,0.205435
case3,11,4600,5,0.195435
case3,11,4700,1,0.208298
case3,11,4700,2,0.201277
case3,11,4700,3,0.189362
case3,11,4700,4,0.204894
case3,11,4700,5,0.196170
case3,11,4800,1,0.208333
case3,11,4800,2,0.201250
case3,11,4800,3,0.189792
case3,11,4800,4,0.204792
case3,11,4800,5,0.195833
case3,11,4900,1,0.207347
case3,11,4900,2,0.199592
case3,11,4900,3,0.192041
case3,11,4900,4,0.204286
case3,11,4900,5,0.196735
case3,11,5000,1,0.207800
case3,11,5000,2,0.198800
case3,11,5000,3,0.192800
case3,11,5000,4,0.204400
case3,11,5000,5,0.196200
case3,11,5100,1,0.207451
case3,11,5100,2,0.199216
case3,11,5100,3,0.193529
case3,11,5100,4,0.203922
case3,11,5100,5,0.195882
case3,11,5200,1,0.207885
case3,11,5200,2,0.200192
case3,11,5200,3,0.193846
case3,11,5200,4,0.203654
case3,11,5200,5,0.194423
case3,11,5300,1,0.207170
case3,11,5300,2,0.199057
case3,11,5300,3,0.193396
case3,11,5300,4,0.205283
case3,11,5300,5,0.195094
case3,11,5400,1,0.207037
case3,11,5400,2,0.198519
case3,11,5400,3,0.193333
case3,11,5400,4,0.204815
case3,11,5400,5,0.196296
case3,11,5500,1,0.206000
case3,11,5500,2,0.199091
case3,11,5500,3,0.193818
case3,11,5500,4,0.205091
case3,11,5500,5,0.196000
case3,11,5600,1,0.204821
case3,11,5600,2,0.199286
case3,11,5600,3,0.194643
case3,11,5600,4,0.205179
case3,11,5600,5,0.196071
case3,11,5700,1,0.204912
case3,11,5700,2,0.198596
case3,11,5700,3,0.193860
case3,11,5700,4,0.205263
case3,11,5700,5,0.197368
case3,11,5800,1,0.204483
case3,11,5800,2,0.197586
case3,11,5800,3,0.195000
case3,11,5800,4,0.204483
case3,11,5800,5,0.198448
case3,11,5900,1,0.204237
case3,11,5900,2,0.197966
case3,11,5900,3,0.194915
case3,11,5900,4,0.203390
case3,11,5900,5,0.199492
case3,11,6000,1,0.204000
case3,11,6000,2,0.198000
case3,11,6000,3,0.195500
case3,11,6000,4,0.202667
case3,11,6000,5,0.199833
case3,11,6100,1,0.203770
case3,11,6100,2,0.199016
case3,11,6100,3,0.195738
case3,11,6100,4,0.202459
case3,11,6100,5,0.199016
case3,11,6200,1,0.204677
case3,11,6200,2,0.200161
case3,11,6200,3,0.194839
case3,11,6200,4,0.201452
case3,11,6200,5,0.198871
case3,11,6300,1,0.203968
case3,11,6300,2,0.199365
case3,11,6300,3,0.194762
case3,11,6300,4,0.202222
case3,11,6300,5,0.199683
case3,11,6400,1,0.204063
case3,11,6400,2,0.199375
case3,11,6400,3,0.195625
case3,11,6400,4,0.201250
case3,11,6400,5,0.199687
case3,11,6500,1,0.203538
case3,11,6500,2,0.199692
case3,11,6500,3,0.196462
case3,11,6500,4,0.200615
case3,11,6500,5,0.199692
case3,11,6600,1,0.203485
case3,11,6600,2,0.199091
case3,11,6600,3,0.196818
case3,11,6600,4,0.200455
case3,11,6600,5,0.200152
case3,11,6700,1,0.204328
case3,11,6700,2,0.200597
case3,11,6700,3,0.196269
case3,11,6700,4,0.199552
case3,11,6700,5,0.199254
case3,11,6800,1,0.204706
case3,11,6800,2,0.200147
case3,11,6800,3,0.197059
case3,11,6800,4,0.198971
case3,11,6800,5,0.199118
case3,11,6900,1,0.203768
case3,11,6900,2,0.200725
case3,11,6900,3,0.196377
case3,11,6900,4,0.199420
case3,11,6900,5,0.199710
case3,11,7000,1,0.203571
case3,11,7000,2,0.200571
case3,11,7000,3,0.196000
case3,11,7000,4,0.199857
case3,11,7000,5,0.200000
case3,11,7100,1,0.202958
case3,11,7100,2,0.201690
case3,11,7100,3,0.194789
case3,11,7100,4,0.199437
case3,11,7100,5,0.201127
case3,11,7200,1,0.201944
case3,11,7200,2,0.201806
case3,11,7200,3,0.194722
case3,11,7200,4,0.199722
case3,11,7200,5,0.201806
case3,11,7300,1,0.202603
case3,11,7300,2,0.200959
case3,11,7300,3,0.195616
case3,11,7300,4,0.199726
case3,11,7300,5,0.201096
case3,11,7400,1,0.202432
case3,11,7400,2,0.202027
case3,11,7400,3,0.195541
case3,11,7400,4,0.199595
case3,11,7400,5,0.200405
case3,11,7500,1,0.202667
case3,11,7500,2,0.201867
case3,11,7500,3,0.195333
case3,11,7500,4,0.199200
case3,11,7500,5,0.200933
case3,11,7600,1,0.202632
case3,11,7600,2,0.202368
case3,11,7600,3,0.194605
case3,11,7600,4,0.199605
case3,11,7600,5,0.200789
case3,11,7700,1,0.202727
case3,11,7700,2,0.202468
case3,11,7700,3,0.193636
case3,11,7700,4,0.199740
case3,11,7700,5,0.201429
case3,11,7800,1,0.201538
case3,11,7800,2,0.202949
case3,11,7800,3,0.193462
case3,11,7800,4,0.200385
case3,11,7800,5,0.201667
case3,11,7900,1,0.201899
case3,11,7900,2,0.203671
case3,11,7900,3,0.193671
case3,11,7900,4,0.199747
case3,11,7900,5,0.201013
case3,11,8000,1,0.200875
case3,11,8000,2,0.204125
case3,11,8000,3,0.194250
